epoch,train_loss,val_loss,val_pr_auc,epoch_time_min
1,0.008113485300643,0.0049878583373501,0.8651815713413952,12.932139126459758
2,0.0041411614602857,0.0046878233430907,0.8754877690733835,13.018848768870036
3,0.0033224503822501,0.0050582841672003,0.8765375386325284,12.906540207068126
4,0.0027314847585191,0.0056545489663258,0.8756322516082585,12.92474840482076
